,Location,Area,Bed,Bath,Price
568,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",700 sqft,2,2,13 Thousand
569,"Sector 7, Uttara, Dhaka","1,300 sqft",3,3,25 Thousand
570,"Duip R-A, Block B, Section 2, Mirpur, Dhaka",650 sqft,2,2,12.5 Thousand
571,"Block C, Section 1, Mirpur, Dhaka",650 sqft,2,2,15 Thousand
572,"Shyamoli, Dhaka","1,050 sqft",3,3,20 Thousand
573,"Goran, Khilgaon, Dhaka",750 sqft,2,2,15 Thousand
574,"North Gawair, Gawair, Dakshin Khan, Dhaka",800 sqft,2,2,10 Thousand
575,"Block G, Bashundhara R-A, Dhaka","1,650 sqft",3,4,30 Thousand
576,"Rayer Bazaar, Hazaribag, Dhaka",700 sqft,2,2,13.5 Thousand
577,"East Shewrapara, Mirpur, Dhaka",700 sqft,2,2,10 Thousand
578,"East Shewrapara, Mirpur, Dhaka",700 sqft,2,2,10 Thousand
579,"Turag City, Section 1, Mirpur, Dhaka","1,050 sqft",3,3,15 Thousand
580,"Pallabi Extension, Pallabi, Mirpur, Dhaka","1,200 sqft",3,3,18 Thousand
581,"Faydabad, Dakshin Khan, Dhaka",850 sqft,2,2,15.5 Thousand
582,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
583,"North Kamlapur, Kamlapur, Motijheel, Dhaka",950 sqft,2,2,21 Thousand
584,"Mohammadpur, Dhaka",650 sqft,2,2,16 Thousand
585,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800 sqft,2,2,13 Thousand
586,"Barontek, Cantonment, Dhaka","1,050 sqft",3,3,12 Thousand
587,"Uttar Badda, Badda, Dhaka",750 sqft,2,2,15 Thousand
588,"Manikdi, Cantonment, Dhaka","1,100 sqft",3,2,12 Thousand
589,"Mirpur, Dhaka",850 sqft,2,2,11 Thousand
590,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",950 sqft,3,2,14 Thousand
591,"Shantibag, Malibagh, Dhaka",800 sqft,2,2,17 Thousand
592,"Chandmiya Housing, Mohammadpur, Dhaka",850 sqft,2,2,21.18 Thousand
593,"Joar Sahara, Dhaka",800 sqft,2,2,13 Thousand
594,"Section 1, Mirpur, Dhaka",750 sqft,2,2,12 Thousand
595,"Pirerbag, Mirpur, Dhaka","1,050 sqft",3,2,14 Thousand
596,"Nabi Nagar Housing, Mohammadpur, Dhaka",800 sqft,2,2,11 Thousand
597,"Block D, Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",620 sqft,2,2,14 Thousand
598,"Sector 12, Uttara, Dhaka","1,650 sqft",3,3,28 Thousand
599,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",700 sqft,2,2,15 Thousand
600,"Baridhara, Dhaka","2,200 sqft",3,3,60 Thousand
601,"Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
602,"Block A, Section 12, Mirpur, Dhaka",850 sqft,2,2,14.5 Thousand
603,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka","1,100 sqft",3,3,14 Thousand
604,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,350 sqft",3,3,16 Thousand
605,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,350 sqft",3,3,16 Thousand
606,"Block H, Banasree, Dhaka","1,100 sqft",3,3,18 Thousand
607,"Block H, Section 2, Mirpur, Dhaka","1,050 sqft",3,3,20 Thousand
608,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,11 Thousand
609,"Nadda, Dhaka",800 sqft,2,2,13.5 Thousand
610,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,250 sqft",3,3,15 Thousand
611,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",600 sqft,2,2,12 Thousand
612,"East Nakhalpara, Tejgaon, Dhaka",750 sqft,2,2,20 Thousand
613,"Paikpara, Mirpur, Dhaka",850 sqft,2,2,15 Thousand
614,"Dhanmondi, Dhaka","1,175 sqft",3,3,25 Thousand
615,"Nawabgonj, Lalbagh, Dhaka",700 sqft,2,2,15.5 Thousand
616,"Sector 14, Uttara, Dhaka",900 sqft,2,2,20 Thousand
617,"Section 2, Mirpur, Dhaka",900 sqft,2,2,14 Thousand
618,"New Market, Dhaka","1,050 sqft",2,3,25 Thousand
619,"Taltola, Khilgaon, Dhaka","1,800 sqft",3,4,32 Thousand
620,"Ring Road, Mohammadpur, Dhaka",700 sqft,2,2,13 Thousand
621,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
622,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
623,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
624,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
625,"Middle Badda, Badda, Dhaka",720 sqft,2,2,16 Thousand
626,"Block G/1, Section 2, Mirpur, Dhaka",750 sqft,2,2,16 Thousand
627,"Block G/1, Section 2, Mirpur, Dhaka",750 sqft,2,2,16 Thousand
628,"Block G/1, Section 2, Mirpur, Dhaka",750 sqft,2,2,16 Thousand
629,"Block G/1, Section 2, Mirpur, Dhaka",750 sqft,2,2,16 Thousand
630,"Block G/1, Section 2, Mirpur, Dhaka",750 sqft,2,2,16 Thousand
631,"Block G/1, Section 2, Mirpur, Dhaka",750 sqft,2,2,16 Thousand
632,"Vatara, Badda, Dhaka","1,100 sqft",3,2,20 Thousand
633,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",850 sqft,2,2,16 Thousand
634,"Rupnagar R/A, Mirpur, Dhaka",800 sqft,2,2,13 Thousand
635,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",700 sqft,2,2,13 Thousand
636,"Bochila, Mohammadpur, Dhaka",700 sqft,2,2,12 Thousand
637,"Bochila, Mohammadpur, Dhaka",700 sqft,2,2,12 Thousand
638,"Bochila, Mohammadpur, Dhaka","1,100 sqft",3,2,13 Thousand
639,"Bochila, Mohammadpur, Dhaka",700 sqft,2,2,12 Thousand
640,"Road No 12, Block B, Section 11, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
641,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,13 Thousand
642,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",800 sqft,2,2,14 Thousand
643,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",800 sqft,2,2,15 Thousand
644,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",800 sqft,2,2,15 Thousand
645,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",800 sqft,2,2,15 Thousand
646,"PC Culture Housing, Mohammadpur, Dhaka",750 sqft,2,2,16 Thousand
647,"PC Culture Housing, Mohammadpur, Dhaka",650 sqft,2,2,14 Thousand
648,"North Ibrahimpur, Ibrahimpur, Dhaka",850 sqft,2,2,14 Thousand
649,"Block C, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
650,"Nurer Chala, Badda, Dhaka",600 sqft,2,2,10 Thousand
651,"Kathalbagan, Dhaka",850 sqft,2,2,23 Thousand
652,"Block Ka, North Bishil, Section 1, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
653,"Shiddheswari, Dhaka","1,670 sqft",3,4,35 Thousand
654,"Matikata, Cantonment, Dhaka","1,500 sqft",3,3,21 Thousand
655,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800 sqft,2,2,16 Thousand
656,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,15 Thousand
657,"Block B, South Banasree Project, Banasree, Dhaka","1,050 sqft",3,3,16 Thousand
658,"Gawair, Dakshin Khan, Dhaka",700 sqft,2,2,10 Thousand
659,"Baitul Aman Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
660,"Block D, Chandrima Model Town, Mohammadpur, Dhaka",950 sqft,3,2,11 Thousand
661,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,28 Thousand
662,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,13.5 Thousand
663,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,13.5 Thousand
664,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,13.5 Thousand
665,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,13.5 Thousand
666,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,13.5 Thousand
667,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,13.5 Thousand
668,"Shyamoli, Dhaka","1,855 sqft",3,3,36 Thousand
669,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
670,"Dhorangartek, Turag, Dhaka","1,200 sqft",3,3,15 Thousand
671,"Dhorangartek, Turag, Dhaka","1,200 sqft",3,3,15 Thousand
672,"Ashkona, Dakshin Khan, Dhaka","1,330 sqft",3,3,20 Thousand
673,"Block C, Section 6, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
674,"Baridhara DOHS, Dhaka","1,300 sqft",3,3,40 Thousand
675,"Dhanmondi, Dhaka","1,500 sqft",3,4,33 Thousand
676,"Dhanmondi, Dhaka",950 sqft,2,2,25 Thousand
677,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
678,"Block E, Section 12, Mirpur, Dhaka",850 sqft,3,2,15 Thousand
679,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
680,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
681,"Jhigatola Road, Dhanmondi, Dhaka",800 sqft,2,2,15 Thousand
682,"Dhanmondi, Dhaka","1,250 sqft",3,3,32 Thousand
683,"Dhanmondi, Dhaka","1,200 sqft",3,4,26 Thousand
684,"Joar Sahara, Dhaka",700 sqft,2,2,12 Thousand
685,"Sector 10, Uttara, Dhaka","1,750 sqft",3,4,18 Thousand
686,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
687,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
688,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
689,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
690,"Block B, Section 11, Mirpur, Dhaka",650 sqft,2,2,10.5 Thousand
691,"Dhanmondi, Dhaka","1,300 sqft",2,2,30 Thousand
692,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
693,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,1,10 Thousand
694,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",900 sqft,2,2,17 Thousand
695,"Dhanmondi, Dhaka","1,800 sqft",3,4,45 Thousand
696,"Mugdapara, Dhaka",600 sqft,2,1,10.5 Thousand
697,"East Shewrapara, Mirpur, Dhaka",900 sqft,3,2,15 Thousand
698,"Badda, Dhaka",900 sqft,2,2,14 Thousand
699,"Badda, Dhaka","1,300 sqft",2,2,16 Thousand
700,"Uttar Badda, Badda, Dhaka","1,100 sqft",3,3,24 Thousand
701,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
702,"Block J, Baridhara, Dhaka","1,300 sqft",3,3,26 Thousand
703,"Dhanmondi, Dhaka","1,900 sqft",3,3,45 Thousand
704,"Lalbagh, Dhaka",550 sqft,2,2,12 Thousand
705,"Turag Housing, Mohammadpur, Dhaka",750 sqft,2,2,11 Thousand
706,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka",500 sqft,1,1,10 Thousand
707,"Badda, Dhaka",750 sqft,2,2,17 Thousand
708,"Dhanmondi, Dhaka","1,750 sqft",3,3,45 Thousand
709,"Dhanmondi, Dhaka","1,450 sqft",2,2,35 Thousand
710,"Badda, Dhaka",700 sqft,2,2,12 Thousand
711,"Block A, Chandmiya Housing, Mohammadpur, Dhaka","1,450 sqft",4,4,27 Thousand
712,"Uttar Badda, Badda, Dhaka",700 sqft,2,2,15 Thousand
713,"Section 2, Mirpur, Dhaka","1,400 sqft",3,3,24 Thousand
714,"Uttar Badda, Badda, Dhaka","1,200 sqft",3,3,25 Thousand
715,"Wari, Sutrapur, Dhaka",900 sqft,3,2,20 Thousand
716,"Shantinagar, Dhaka",500 sqft,1,1,17 Thousand
717,"Tallabag, Hazaribag, Dhaka",700 sqft,2,2,16 Thousand
718,"Block C, Section 12, Mirpur, Dhaka",450 sqft,2,1,10 Thousand
719,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,14.15 Thousand
720,"Amligola, Lalbagh, Dhaka",550 sqft,2,1,13 Thousand
721,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",900 sqft,2,2,20 Thousand
722,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,12 Thousand
723,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",900 sqft,2,2,15 Thousand
724,"Mohammadpur, Dhaka","1,677 sqft",3,3,35 Thousand
725,"Mohammadpur, Dhaka","1,611 sqft",3,3,35 Thousand
726,"Mirpur, Dhaka","1,250 sqft",3,3,22 Thousand
727,"Mirpur, Dhaka","1,250 sqft",3,3,22 Thousand
728,"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,14 Thousand
729,"Dhanmondi, Dhaka",900 sqft,2,2,22 Thousand
730,"Block A, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",750 sqft,2,2,15 Thousand
731,"West Shewrapara, Mirpur, Dhaka","1,220 sqft",3,2,15 Thousand
732,"Avenue 2, Block A, Section 11, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
733,"Section 10, Mirpur, Dhaka","1,100 sqft",3,3,16 Thousand
734,"Hazaribag, Dhaka","1,100 sqft",3,2,25 Thousand
735,"Hazaribagh Road, Hazaribag, Dhaka",750 sqft,3,2,12 Thousand
736,"Block C, Bashundhara R-A, Dhaka","1,850 sqft",3,4,35 Thousand
737,"Sector 13, Uttara, Dhaka","1,750 sqft",3,3,30 Thousand
738,"Block A, Section 11, Mirpur, Dhaka",700 sqft,2,2,17 Thousand
739,"Mirpur, Dhaka",750 sqft,2,2,12 Thousand
740,"Nobodoy Housing Society, Mohammadpur, Dhaka","1,300 sqft",3,3,17 Thousand
741,"Hazaribag, Dhaka",750 sqft,2,2,17.5 Thousand
742,"West Nakhalpara, Tejgaon, Dhaka",800 sqft,2,2,16.5 Thousand
743,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",900 sqft,2,2,15 Thousand
744,"Block J, Baridhara, Dhaka","1,300 sqft",3,3,35 Thousand
745,"Block J, Baridhara, Dhaka","1,300 sqft",3,3,35 Thousand
746,"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",750 sqft,2,2,14 Thousand
747,"Cantonment, Dhaka","1,200 sqft",3,3,14 Thousand
748,"Mirpur, Dhaka","2,000 sqft",2,3,13 Thousand
749,"Bochila, Mohammadpur, Dhaka",700 sqft,2,2,12 Thousand
750,"Section 2, Mirpur, Dhaka",750 sqft,2,1,12 Thousand
751,"Monipuripara, Tejgaon, Dhaka","1,600 sqft",3,3,35 Thousand
752,"Chandmiya Housing, Mohammadpur, Dhaka",620 sqft,2,1,10 Thousand
753,"Mirpur, Dhaka",900 sqft,3,2,13 Thousand
754,"Pallabi Extension, Pallabi, Mirpur, Dhaka",800 sqft,2,2,12 Thousand
755,"Mohammadpur, Dhaka",600 sqft,2,1,12.5 Thousand
756,"Joar Sahara, Dhaka",950 sqft,2,2,15 Thousand
757,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,16 Thousand
758,"Block H, Banasree, Dhaka","1,100 sqft",3,3,15 Thousand
759,"Kallyanpur, Mirpur, Dhaka",750 sqft,2,2,14 Thousand
760,"PC Culture Housing, Mohammadpur, Dhaka",750 sqft,2,2,14 Thousand
761,"Kuril, Dhaka",700 sqft,2,2,13 Thousand
762,"Section 12, Mirpur, Dhaka",600 sqft,2,2,14 Thousand
763,"Taltola, Khilgaon, Dhaka","1,000 sqft",2,2,20 Thousand
764,"Mohammadi Housing LTD., Mohammadpur, Dhaka",750 sqft,2,2,12 Thousand
765,"Block J, Banasree, Dhaka",600 sqft,1,1,10 Thousand
766,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
767,"Kallyanpur, Mirpur, Dhaka","1,130 sqft",3,2,17 Thousand
768,"Block D, Section 11, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
769,"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",850 sqft,2,2,14 Thousand
770,"North Ibrahimpur, Ibrahimpur, Dhaka",850 sqft,2,2,17 Thousand
771,"Kachukhet, Dhaka",750 sqft,2,1,11 Thousand
772,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10.5 Thousand
773,"West Mollartek, Dakshin Khan, Dhaka","1,150 sqft",3,2,15 Thousand
774,"Mohammadi Housing LTD., Mohammadpur, Dhaka",800 sqft,1,1,15 Thousand
775,"Badda, Dhaka",900 sqft,2,2,14 Thousand
776,"South Manikdi, Manikdi, Cantonment, Dhaka","1,200 sqft",3,3,16 Thousand
777,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",800 sqft,2,2,14.5 Thousand
778,"Rupnagar R/A, Mirpur, Dhaka","1,050 sqft",3,2,18 Thousand
779,"Baithakali, Badda, Dhaka",800 sqft,2,2,10 Thousand
780,"Badda, Dhaka",720 sqft,2,2,13 Thousand
781,"Mohammadia Housing Society, Mohammadpur, Dhaka",700 sqft,2,2,12 Thousand
782,"East Merul Badda, Merul Badda, Badda, Dhaka",850 sqft,2,2,14 Thousand
783,"Block F, Bashundhara R-A, Dhaka","1,750 sqft",3,4,30 Thousand
784,"Sector 10, Uttara, Dhaka",800 sqft,2,2,14 Thousand
785,"Joar Sahara, Dhaka","1,300 sqft",3,3,21 Thousand
786,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,18 Thousand
787,"Block F, Bashundhara R-A, Dhaka","1,600 sqft",3,3,30 Thousand
788,"West Shewrapara, Mirpur, Dhaka",800 sqft,2,2,15 Thousand
789,"Mohammadpur, Dhaka","1,100 sqft",3,3,13 Thousand
790,"Sector 1, Block F, Aftab Nagar, Dhaka","1,000 sqft",2,2,17 Thousand
791,"Sector 12, Uttara, Dhaka",950 sqft,2,2,16 Thousand
792,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
793,"Fakirapool, Motijheel, Dhaka",500 sqft,1,1,15 Thousand
794,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
795,"Agargaon, Dhaka","1,050 sqft",3,2,14 Thousand
796,"Shantinagar, Dhaka","1,100 sqft",3,2,28 Thousand
797,"Ashkona, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
798,"Ashkona, Dakshin Khan, Dhaka",700 sqft,2,2,10.5 Thousand
799,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
800,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
801,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
802,"Hazaribag, Dhaka",700 sqft,2,2,15 Thousand
803,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
804,"Block E, Chandrima Model Town, Mohammadpur, Dhaka","1,080 sqft",3,2,12 Thousand
805,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
806,"Natun Bazar, Badda, Dhaka",750 sqft,2,2,15 Thousand
807,"Block E, Chandrima Model Town, Mohammadpur, Dhaka","1,080 sqft",3,2,12 Thousand
808,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka","1,350 sqft",3,3,16 Thousand
809,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
810,"Vatara, Badda, Dhaka",700 sqft,2,2,13.5 Thousand
811,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka","1,350 sqft",3,3,16 Thousand
812,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,38 Thousand
813,"Kalabagan, Dhaka","1,665 sqft",3,4,30 Thousand
814,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka","1,050 sqft",3,3,15 Thousand
815,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,38 Thousand
816,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,40 Thousand
817,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
818,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
819,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
820,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
821,"Shukrabad, Dhanmondi, Dhaka",850 sqft,2,2,20 Thousand
822,"Dhanmondi, Dhaka","1,000 sqft",3,3,22 Thousand
823,"West Malibag, Malibagh, Dhaka",700 sqft,2,2,18 Thousand
824,"Bosila, Mohammadpur, Dhaka",800 sqft,2,2,16 Thousand
825,"Sector 1, Uttara, Dhaka","1,425 sqft",3,4,30 Thousand
826,"Mirpur, Dhaka",800 sqft,2,2,15 Thousand
827,"Mirpur, Dhaka",800 sqft,2,2,15 Thousand
828,"Mirpur, Dhaka",800 sqft,2,2,14 Thousand
829,"Uttar Badda, Badda, Dhaka",700 sqft,2,2,13 Thousand
830,"Kalabagan, Dhaka",850 sqft,2,2,22 Thousand
831,"Kallyanpur, Mirpur, Dhaka",950 sqft,3,2,20 Thousand
832,"Block D, Section 2, Mirpur, Dhaka","1,726 sqft",3,3,24 Thousand
833,"Sector 10, Uttara, Dhaka","1,300 sqft",3,3,18 Thousand
834,"Lalbagh, Dhaka",800 sqft,2,2,18 Thousand
835,"East Azampur, Dakshin Khan, Dhaka",700 sqft,2,2,12 Thousand
836,"East Badda, Badda, Dhaka",950 sqft,3,2,15 Thousand
837,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",800 sqft,2,2,11 Thousand
838,"East Badda, Badda, Dhaka",950 sqft,3,2,15 Thousand
839,"Suchona Model Town, Bochila, Mohammadpur, Dhaka","1,200 sqft",3,3,17 Thousand
840,"Middle Badda, Badda, Dhaka",720 sqft,2,2,16 Thousand
841,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka","1,500 sqft",3,3,18 Thousand
842,"New Eskaton, Eskaton, Dhaka","1,300 sqft",3,3,31 Thousand
843,"2nd Colony, Mirpur, Dhaka","1,100 sqft",3,3,15 Thousand
844,"Shantinagar, Dhaka","1,490 sqft",3,3,35 Thousand
845,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",550 sqft,2,1,11 Thousand
846,"Dhanmondi, Dhaka","1,500 sqft",3,4,35 Thousand
847,"Block G, Section 1, Mirpur, Dhaka","1,021 sqft",3,2,15 Thousand
848,"Road No 2, Block D, Bashundhara R-A, Dhaka","2,229 sqft",3,5,36 Thousand
849,"Turag City, Section 1, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
850,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,1 Lakh
851,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
852,"South Mollartek, Dakshin Khan, Dhaka",700 sqft,2,2,14 Thousand
853,"Kallyanpur, Mirpur, Dhaka","1,000 sqft",3,2,16 Thousand
854,"Kallyanpur, Mirpur, Dhaka","1,000 sqft",3,2,17 Thousand
855,"Mohammadpur, Dhaka","1,300 sqft",3,3,30 Thousand
856,"South Kallyanpur, Kallyanpur, Mirpur, Dhaka",700 sqft,2,2,14 Thousand
857,"Kallyanpur, Mirpur, Dhaka",700 sqft,2,2,13 Thousand
858,"Mohammadpur, Dhaka","1,400 sqft",3,3,32 Thousand
859,"Rupnagar R/A, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
860,"Ullan, West Rampura, Rampura, Dhaka","1,600 sqft",3,3,35 Thousand
861,"Konapara, Demra, Dhaka","1,200 sqft",3,2,14 Thousand
862,"Tikatuli, Sutrapur, Dhaka",700 sqft,2,2,15 Thousand
863,"Senpara Parbata, Section 10, Mirpur, Dhaka",900 sqft,3,2,18 Thousand
864,"Tali office Road, Hazaribag, Dhaka",700 sqft,2,2,14 Thousand
865,"Joar Sahara, Dhaka",850 sqft,2,2,16 Thousand
866,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",700 sqft,2,2,10 Thousand
867,"Block B, Section 12, Mirpur, Dhaka","1,200 sqft",3,3,30 Thousand
868,"Mohammadi Housing LTD., Mohammadpur, Dhaka",900 sqft,3,2,16.5 Thousand
869,"Dhanmondi, Dhaka","3,600 sqft",4,4,1.1 Lakh
870,"Jurain, Shyampur, Dhaka","1,000 sqft",3,2,14.5 Thousand
871,"North Ibrahimpur, Ibrahimpur, Dhaka","1,000 sqft",2,2,11.5 Thousand
872,"Block E, Section 12, Mirpur, Dhaka",850 sqft,3,2,15 Thousand
873,"Sector 9, Uttara, Dhaka","1,500 sqft",3,3,25 Thousand
874,"Mohammadpur, Dhaka",750 sqft,2,2,22 Thousand
875,"Block C, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
876,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
877,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
878,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
879,"Katashur, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
880,"Ali And Nur Real Estate, Mohammadpur, Dhaka",850 sqft,2,2,17 Thousand
881,"North Ibrahimpur, Ibrahimpur, Dhaka",900 sqft,2,2,12 Thousand
882,"Block K, Baridhara, Dhaka","2,500 sqft",3,3,1.5 Lakh
883,"Manikdi, Cantonment, Dhaka","1,520 sqft",3,3,13 Thousand
884,"Dhanmondi, Dhaka","1,600 sqft",3,4,40 Thousand
885,"Dhanmondi, Dhaka","1,600 sqft",3,4,40 Thousand
886,"Dhanmondi, Dhaka","1,000 sqft",3,2,22 Thousand
887,"Dhanmondi, Dhaka",900 sqft,3,2,24 Thousand
888,"Dhanmondi, Dhaka",800 sqft,3,2,17 Thousand
889,"Merul Badda, Badda, Dhaka","1,250 sqft",3,3,20 Thousand
890,"Merul Badda, Badda, Dhaka","1,250 sqft",3,3,20 Thousand
891,"Merul Badda, Badda, Dhaka","1,300 sqft",3,3,22 Thousand
892,"West Mollartek, Dakshin Khan, Dhaka","1,000 sqft",3,2,12 Thousand
893,"West Mollartek, Dakshin Khan, Dhaka","1,000 sqft",3,2,12 Thousand
894,"Manikdi, Cantonment, Dhaka","1,520 sqft",3,3,13 Thousand
895,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
896,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
897,"Sector 10, Uttara, Dhaka",500 sqft,1,1,11 Thousand
898,"Kathalbagan, Dhaka","1,050 sqft",3,2,22 Thousand
899,"Nabi Nagar Housing, Mohammadpur, Dhaka",680 sqft,2,2,10 Thousand
900,"Uttar Badda, Badda, Dhaka",750 sqft,2,2,15 Thousand
901,"Uttar Badda, Badda, Dhaka",950 sqft,3,2,16 Thousand
902,"West Kafrul, Taltola, Agargaon, Dhaka",750 sqft,2,2,11 Thousand
903,"Zafrabad, Hazaribag, Dhaka","1,000 sqft",3,2,18 Thousand
904,"Zafrabad, Hazaribag, Dhaka",800 sqft,2,2,16 Thousand
